,title,topic,link,content
317,افتتاح المعرض الاقتصادي والتجاري الصيني-الأفريقي الأول بمشاركة تونس ,إقتصاد,http://news.tunisiatv.tn/افتتاح-المعرض-الاقتصادي-والتجاري-الصيني-الأفريقي-الأول-بمشاركة-تونس/2019/07/إقتصاد,تم يوم الخميس الفارط بمدينة تشانغشا التابعة لمقاطعة هيوان بوسط الصين افتتاح المعرض الاقتصادي والتجاري الصيني-الأفريقي الأول وقد اجتذب هذا المعرض الذي ينعقد لثلاثة أيام أكثر من عشرة آلاف عارض قدموا من ثلاثة وخمسين بلدا افريقيا من ضمنها تونس وأرسلت منظمات دولية، بما فيها منظمة الأمم المتحدة للتنمية الصناعية وبرنامج الأغذية العالمي ومنظمة التجارة العالمية، ممثلين لحضور المعرض. وستعقد ضمن فعالياته مؤتمرات وحلقات دراسية ومنتديات ومعارض تركز على قطاعات الزراعة والتجارة والاستثمار وبناء البنية التحتية، اذ سيتبادل الخبراء وجهات النظر من أجل توثيق التبادلات الثنائية. وتغطي مساحة المعرض أكثر من اربعين ألف متر مربع، بما في ذلك الأجنحة الوطنية ومناطق العرض للشركات التي ستعرض إنجازات وفرصا في إطار التعاون الاقتصادي والتجاري.
318,  هواوي تتحصل على جائزة المساهمة المميّزة في منتدى تونس للاستثمار 2019,إقتصاد,http://news.tunisiatv.tn/هواوي-تتحصل-على-جائزة-المساهمة-المميّزة-في-منتدى-تونس-للاستثمار-2019/2019/06/إقتصاد,"أسندت وكالة النهوض بالاستثمار الخارجي  FIPA-Tunisiaجائزة المساهمة المميّزة لشركة هواوي بمناسبة الاحتفاء بمرور عشرين سنة على وجودها بتونس وذلك على هامش منتدى تونس للاستثمار في دورته العشرين  الذي أقيم يومي 20 و21 من جوان 2019 بالتعاون مع وزارة التنمية والاستثمار والتعاون الدولي .وتميز منتدى تونس للاستثمار بحضور رئيس الحكومة يوسف الشاهد وعدد من أعضاء الحكومة وأكثر من 1200 رجل أعمال تونسيين وأجانب من مجالات مختلفة من بينهم الوفد الصيني وممثلين عن عدد من المؤسسات المالية العالمية والهيئات الاستثمارية الإقليمية والدولية.وانتظمت هذه الدورة من المنتدى تحت شعار"" تونس في طليعة الذكاء الاصطناعي ""وذلك في إطار سعي الحكومة التونسية إلى جعل تونس قطبا استثماريا في مجال تكنولوجيا المعلومات والاتصال والذكاء الاصطناعي وتعتبر تونس رائدة من حيث سرعة تدفق الانترنات حسب تقرير Speedtest Global Index ومميزة بشبابها المتعلم كما تنتصب بها حوالي 3.500 شركة أجنبية.وتعتبر هواوي شريكا تجاريا مميزا لتونس ولم تتوان الشركة عن تعزيز هذه الشراكة في السنوات الأخيرة . ومن هذا المنطلق وتقديرا لمساهمتها الكبيرة في دعم تونس أسندت وكالة الاستثمار والتعاون الدولي جائزة المساهمة المميّزة للشركة تقديرا لمشاركتها الإيجابية في تطوير التعاون الثنائي .      وصرّح سبارك زهانق المدير العام لشركة هواوي في تونس :"" منذ دخولنا إلى تونس قبل 20 سنة نشهد على التطور الكبير الحاصل ونحن فخورون بالتعاون بين هواوي والحكومة التونسية في مجال التحول الرقمي  لجعلها قطبا إقليميا في مجال تكنولوجيا المعلومات والاتصال كما يسعدنا بأن نكون شركائها في استراتيجيتها الوطنية ""تونس الرقمية 2020""التي نوليها اهتماما خاصّا"".وبخصوص المواهب التونسية في مجال تكنولوجيا المعلومات والاتصالات قال مارك تشو نائب رئيس الشركة  إنّ "" تونس غنية بمواهب شبابها في مجال تكنولوجيا المعلومات والاتصالات وهواوي حريصة  على دعم هذه المواهب وتنميتها وذلك من خلال ثلاثة برامج خاصة بذلك  وهي "" بذور نحو المستقبل "" وأكاديمية هواوي ومسابقة هواوي لتكنولوجيا المعلومات .وستمكّن هذه البرامج من تكوين 10000 موهبة تونسية على مدى الخمس سنوات القادمة ونحن نثني على الجهود الجبارة التي تبذلها الحكومة التونسية لجعل تونس وجهة جاذبة للاستثمار في المنطقة وفي العالم """
319,"ستاغ: من الضروري البحث عن مكامن جديدة للغاز أو النفط لتحقيق الإستقلالية الطاقية"" ",إقتصاد,http://news.tunisiatv.tn/ستاغ-من-الضروري-البحث-عن-مكامن-جديدة-للغاز-أو-النفط-لتحقيق-الإستقلالية-الطاقية/2019/06/إقتصاد,"قال الرئيس المدير العام للشركة التونسية للكهرباء والغاز المنصف الهرابي، "" من الضروري البحث عن مكامن جديدة للغاز أو النفط لزيادة الإنتاجية لبلوغ تحقيق الإستقلالية الطاقية ""، مشيرا إلى أن الكهرباء المنتجة اليوم متأتية من الغاز الطبيعي بنسبة 100 بالمائة ويتم استيراد كمية كبيرة منها. وأضاف الهرابي، في تصريح لــ(وات)، على هامش المنتدى الفرنسي التونسي حول الطاقات المتجددة المنعقد الخميس في تونس العاصمة، أن مشروع حقل نوارة للغاز الطبيعي (الجنوب التونسي) هو في المرحلة النهائية وسيدخل حيز الإستغلال خلال هذه الصيفية مما سيسمح بالتقليص بشكل كبير من الواردات الوطنية من الغاز الطبيعي والإتجاه نحو الإستقلالية الطاقية.وقال المسؤول في السياق ذاته ، ""يجب علينا أيضا البحث عن حلول أخرى مثل تطوير سوق الكهرباء المغاربي وتعزيز الترابط مع أوروبا "" معتبرا أن الترابط بين تونس وإيطاليا ""مفتاح مهم لتبادل الكهرباء"". وأكد أهمية العمل على النجاعة الطاقية وترشيد الإستهلاك، مبرزا أن ""التونسيين لا يحسنون استهلاك الطاقة الأولية"" . وتابع بالقول "" نحن بحاجة أيضا إلى إرساء بنية تحتية تدعم الطاقات المتجددة لتطوير معدل تكامل المشاريع مثل محطة الضخ والتوربينات ( بالشمال الغربي) والتي بلغت تكلفتها الإستثمارية حوالي 600 مليون أورو. ومن جهته ذكر مدير عام الوكالة الوطنية للتحكم في الطاقة رياض برجب بأن تونس قد حددت هدفا في أفق 2030، يتمثل في تخفيض الطلب على الطاقة بنسبة 30 بالمائة.كما تم، في هذا السياق، وضع أهداف على المدى القصير والطويل. وعلى المدى القصير فقد خططت تونس للوصول إلى توفير طاقة إضافية تبلغ حوالي 1900 ميغاوات في أفق 2021، في مختلف الأنظمة كالإمتيازات والتراخيص والإنتاج الذاتي وإنجازات الشركة التونسية للكهرباء والغاز. وتبلغ كلفة الإستثمار لهذا البرنامج 6 مليارات دينار، وفق برجب.وقال "" إن النقطة المهمة لهذا البرنامج الذي سيتم تحقيقه، من خلال استثمارات خاصة تصل إلى 80 بالمائة، كونه سيتيح التخفيف في التمويلات العمومية ويعزز القطاع الخاص"". وأكد ، أيضا، أن الحكومة قد وافقت على برنامج يكتسي أولوية للنجاعة الطاقية يسمح باستثمارات تبلغ حوالي 2 مليار دينار على مدى خمس سنوات للإقتصاد في الطاقة بما يقدر 1000 جيغاوات في الساعة سنويا. وأوضح الخبير الدولي في مجال إقتصاد الطاقة والطاقات المتجددة، الطاهر عاشور، أن المنتدى الفرنسي التونسي يعتبر نقطة تكامل بين المستثمرين الفرنسيين ومنطقة الرون ألب والمستثمرين التونسيين ترنو الى انجاز مشاريع في مجال الطاقات المتجددة في تونس، بما ان قطار الطاقات المتجددة قد انطلق في تونس بشكل جيد.وأضاف، إن إنتاج الطاقة الفوطوفولتاضوئية المتجددة ،يتطلب أساسا الكثير من الأموال، وبذلك فإن الإستثمار بين التونسيين والفرنسيين أسهل وهو ما يتيح للمستثمرين التونسيين الإستفادة من التجربة الفرنسية سيما في المشاريع الطاقية الكبرى.كما أوضح عاشور أن المستثمرين في هذا المجال، حاليا، أصبحوا أكثر عددا كما أن البنوك أقل امتناعا عن منح القروض.وأكد الخبير، في ما يتعلق بغاز الشيست، أهمية تحديد الإمكانات أولا. وقال "" إذا كانت الإحتياطات مهمة، يجب علينا أن نذهب بسرعة ""، مضيفا أنه بالنسبة الى المشاكل الخاصة بالتلوث، فإن التقنيات الحديثة والمتطورة متاحة الآن لاستخراج هذا الغاز المحتجز في الحجر الجيري، دون الإضرار بالمياه الجوفية. وأوضح عاشور أن تونس التي تعاني من نقص في الطاقة بنحو 50 بالمائة يمكنها تحقيق الإستقلالية الطاقية من خلال الإقتصاد في الطاقة والنجاعة الطاقية فضلا عن تطوير التجدد وتبسيط الإجراءات الإدارية .يشار الى أن المنتدى تنظمه جمعية أسترا "" للنهوض بالعلاقات التونسية - رون ألب بالتعاون مع الشركة التونسية للكهرباء والغاز ووكالة النهوض بالإستثمارات الخارجية وهو مخصص لتبادل المعلومات الفرنسية التونسية حول محور الطاقات المتجددة في تونس متبوعا بلقاءات ثنائية خلال منتدى تونس للاستثمار الذي ينتظم بتونس يومي 20 و21 جوان الجاري."
320,توننداكس يرتفع صباح الثلاثاء  ,إقتصاد,http://news.tunisiatv.tn/توننداكس-يرتفع-صباح-الثلاثاء/2019/06/إقتصاد,"إرتفع مؤشر بورصة الأوراق المالية بتونس توننداكس، صباح الثلاثاء، بنسبة 0,24 بالمائة الى 7098 نقطة وسط تداولات في حدود 0,5 مليون دينار وفق بيانات مينا كابتال للوساطة في البورصة.وتصدر سهم الشركة العربية للايجار المالي ، قائمة الإرتفاعات، بنسبة 2,70 بالمائة ( 1,900 د) متبوعا بسهمي نيو بودي لاين بنسبة 2,50 بالمائة (5,33 د) و سالكوم بنسبة 2,43 بالمائة ( 2,100 د(وتراجع سهم مجموعة تواصل القابضة بنسبة 3,57 بالمائة (0,270 د) متبوعا بسهمي الشبكة التونسية للسيارات والخدمات بنسبة 3,35 بالمائة (5,760 د) و الشركة الدولية للايجار المالي بنسبة 2,98 بالمائة (14,970 د(   "
321,"""توننداكس"" يستهل معاملات الإثنين متراجعا بنسبة 16ر0 بالمائة",إقتصاد,http://news.tunisiatv.tn/توننداكس-يستهل-معاملات-الإثنين-متراجعا-بنسبة-16ر0-بالمائة/2019/06/إقتصاد,"افتتحت بورصة تونس للأوراق المالية معاملات حصة الإثنين، في المنطقة الحمراء، إذ سجل مؤشرها المرجعي "" توننداكس"" انخفاضا بنسبة 16ر0 بالمائة في حدود 06ر7070 نقطة وسط حجم مبادلات ضعيف بلغ 644ر0 مليون دينار، وفق الوسيط بالبورصة ""ميناكابتل"".وبخصوص أداء الأسهم، ارتفع سهم تواصل القابضة بنسبة 44ر3 بالمائة ( 30ر0 د) متبوعا بسهمي اسمنت قرطاج والشركة التونسية للصناعات الصيدلية اللذان ارتقا بنسب بلغت على التوالي 30ر3 بالمائة ( 25ر1 د) و93ر2 بالمائة ( 26ر5 د)في المقابل انخفض سهم الشركة التونسية للمقاولات السلكية واللاسلكية بنسبة 65ر2 بالمائة ( 60ر6 د) وخسر سهم البنك الوطني الفلاحي نسبة 40ر2 بالمائة ( 20ر12 د)كما تراجعت قيمة سهم التونسية للأوراق المالية بنسبة 13ر2 بالمائة ليصل سعر التداول الى 43ر17 د.     "
322,اتفاق بين وزارة الفلاحة والاتحاد العام التونسي للشغل حول مشروع النسخة المعدلة لمجلة المياه,إقتصاد,http://news.tunisiatv.tn/اتفاق-بين-وزارة-الفلاحة-والاتحاد-العام-التونسي-للشغل-حول-مشروع-النسخة-المعدلة-لمجلة-المياه/2019/05,"تم، الجمعة إمضاء اتفاقية توافق بين وزارة الفلاحة والصيد البحري والموارد المائية والإتحاد العام التونسي للشغل، حول مشروع مجلة المياه التي تعتبر نسخة معدلة لمجلة المياه لسنة 1975 .وأوضح وزير الفلاحة والموارد المائية والصيد البحري سمير الطيب، أن هذه المجلة تمثل اطار تشريعي للمياه ينظم استعمالها ويوجب إحكام استغلالها وحمايتها كما ونوعا.وبين الطيب، خلال ندوة صحفية انتظمت اليوم بمقر وزارة الفلاحة لتقديم مشروع المجلة، أن مقتضيات قانون 1975 أصبحت غير ملائمة لمتطلبات المرحلة الحالية ولا تستجيب لضروريات التنمية الاقتصادية والاجتماعية والصحية والبيئية للبلاد مع عدم تطابقها مع مقتضيات دستور الجمهورية الثانية الذي كرَّس الحق في الماء وواجب المحافظة عليه وترشيد استغلاله من قبل الدولة والمجتمع. ويأتي هذا التوافق في اطار إعداد نسخة معدلة لمجلة المياه بصفة تشاركية مع الإتحاد العام التونسي للشغل والمجتمع المدني وفي هذا الصدد قال الأمين العام للإتحاد العام التونسي للشغل نورالدين الطبوبي، "" بعد حوار مطول جدا توصلنا إلى توافقات وقد آن الأوان لتواكب التشريعات التطورات الحاصلة في مجال المياه"".وأفاد كاتب الدولة للمياه عبد الله الرابحي، لــ(وات)، أن مشروع مجلة المياه تتضمن العديد من التنقيحات الجديدة أبرزها إدراج مفهوم اللامركزية في التصرف في الملك العمومي للمياه عبر إرساء مجالس جهوية لليماه بالإضافة إلى تنظيم مهنة التنقيب عن المياه.كما تنص النسخة المعدلة على تثبيت مبدأ الحق في مياه الشرب والصرف الصحي، إلى جانب تعويض مجامع التنمية في قطاع الفلاحة والصيد البحري الناشطة في قطاع المياه بالمجامع المائية ذات مصلحة عمومية، فضلا عن تنصيص وجوبية نشر المعلومة المتعلقة بالمياه والحق في النفاذ إليها.ولفت وزير الفلاحة إلى أنه قد بدأ العمل في إنجاز هذه المجلة منذ ما يقارب 10 سنوات على عدة مراحل حيث تداول عليه عديد الخبراء والإطارات وممثلي المجتمع المدني ثم تم استخفاف النسق من سنتين.تجدر الإشارة إلى أنه سيتم عرض مشروع مجلة المياه على مجلس وزراء ليتم فيما بعد عرضها على مجلس نواب الشعب للمصادقة عليها."
323,الفرياني: تونس تعمل على رفع انتاج النفط والغاز الطبيعي خلال سنة 2019 ,إقتصاد,http://news.tunisiatv.tn/الفرياني-تونس-تعمل-على-رفع-انتاج-النفط-والغاز-الطبيعي-خلال-سنة-2019/2019/05/إقتصاد,"أكد وزير الصناعة والمؤسسات الصغرى والمتوسطة سليم الفرياني ، الثلاثاء، أن تونس تعمل على رفع إنتاج الغازالطبيعي والنفط واعتماد الطاقات الجديدة لتغطية الطلب المحلي وأن عدد رخص البحث ارتفع لأول مرة في تونس منذ سنة 2011 ليبلغ 30 رخصة استكشاف الى جانب حفر وتطوير 13 بئرا.وأضاف الفرياني، خلال جلسة عامة لمجلس نواب الشعب، ناقشت حصول الشركة التونسية للكهرباء والغاز، على تمويلات لتوريد الغاز الطبيعي ""ان عدد رخص البحث ، شهد خلال السنوات الأخيرة تراجعا عدديا، لكنه ارتفع العام الجاري ، لأول مرة، بعد المصادقة على 6 رخص استكشاف والعمل على المصادقة 3 رخص اخرى .وكشف الفرياني، عن وجود زهاء 50 منطقة في تونس لم يتم استكشافها بعد مشيرا الى انه ""يتعين على الحكومة التونسية العمل على استقطاب المستثمرين الأجانب للبحث عن المحروقات خاصة وان العملية تكلف مابين 3 و 5 مليون دينار"".وأكد أن مشروع نقل غاز الجنوب ""مشروع غاز نوارة"" أدرك مرحلته النهائية وأنه سيمكن من تغطية 50 بالمائة من حاجيات تونس( 2,7 مليار متر مكعب من الغاز) و17 بالمائة من حاجيات الشركة التونسية للكهرباء والغاز وسيقلص بنسبة 30 بالمائة من واردات تونس من الغاز الطبيعي.ولفت الفرياني الى أن الوزارة سعت الى ايجاد حلول لعديد الملفات على غرار ملف الطاقات المتجددة مشيرا الى ان الدولة تعمل على تسريع الانتقال الطاقي ان ان عديد المشاريع المجددة التي دخلت طور الإنجاز ستفضى الى انتاج 1000 ميغاوات في غضون شهر.وأكد ، في سياق متصل ، أن الدولة لازالت تلعب دورها في مجال دعم المحروقات لكن ينبغى التقليص من العجز والتحكم في استهلاك الطاقة بما يمكن من تقليص حجم الدعم الحكومي لهذه المواد."
324,منظمة الصحة توصي بالرياضة والامتناع عن التدخين للوقاية من الخرف,إقتصاد,http://news.tunisiatv.tn/منظمة-الصحة-توصي-بالرياضة-والامتناع-عن-التدخين-للوقاية-من-الخرف/2019/05/إقتصاد,"نشرت منظمة الصحة العالمية إرشاداتها الأولى للوقاية من الخرف والتعامل مع المرض حيث وضعت النشاط الجسماني على رأس قائمة توصياتها لدرء شبح القصور الإدراكي.ومن بين التوصيات الواردة في تقرير للمنظمة بعنوان ""الحد من خطر القصور الإدراكي والخرف"" الإقلاع عن التدخين وإتباع نظام غذائي صحي وتفادي شرب الكحوليات بشكل مضر.وذكر التقرير الذي صدر يوم الثلاثاء أن علاج ارتفاع ضغط الدم وارتفاع نسبة الكوليسترول والسكري تحد أيضا من المخاطر.وقالت نيرجا تشودري وهي خبيرة بالمنظمة إن الدراسة لم تبحث تدخين الماريخوانا ولم تتضمن العوامل البيئية إلا أن هناك بعض الدلائل على وجود تأثير للتلوث، مضيفة أن الأدلة على وجود تأثير للنوم السيئ كانت بسيطة لدرجة تحول دون تضمين ذلك في التوصيات.وأضافت أن الفيتامينات والمكملات الغذائية ليست مفيدة بل ربما تكون مضرة إذا كان تناولها بجرعات عالية.وقال رين مينجهوي مساعد المدير العام لمنظمة الصحة العالمية إن الخرف يصيب حوالي 50 مليون شخص حول العالم وهناك قرابة عشرة ملايين حالة جديدة سنويا وهو رقم من المقرر أن يرتفع إلى ثلاثة أمثاله بحلول عام 2050 فيما من المتوقع أن ترتفع تكلفة العناية بمرضى الخرف إلى تريليون دولار بحلول عام 2030.وكتب رين يقول ""على الرغم من عدم وجود علاج يشفي من الخرف فإن التعامل الاستباقي مع عوامل الخطر يمكن أن يؤخر أو يبطئ الإصابة بالمرض أو تطوره"".وأشار التقرير إلى أنه على الرغم من أن كبر السن هو أقوى عامل مسبب للقصور الإدراكي فإن الخرف ليس من التبعات الطبيعية الحتمية للتقدم في العمر.وأضاف ""أظهرت دراسات عديدة خلال العقدين الماضيين وجود علاقة بين الإصابة بالضعف الإدراكي والخرف... وعوامل خطر متعلقة بأسلوب الحياة كقلة النشاط الجسماني وتدخين التبغ وإتباع نظم غذائية غير صحية والاستخدام الضار للكحوليات"".وقالت ماريا سي كاريلو من الجمعية الأمريكية لمرض الزهايمر إن هناك دلائل كثيرة على وجود ما يمكن للناس عمله للحد من المخاطر.وأضافت ""ابدأ الآن. لم يفت الأوان أبدا لاتباع عادات صحية"".       "
325,إنطلاقة إيجابية لبورصة تونس بداية حصة الجمعة,إقتصاد,http://news.tunisiatv.tn/إنطلاقة-إيجابية-لبورصة-تونس-بداية-حصة-الجمعة/2019/05/إقتصاد,سجلت بورصة تونس إنطلاقة إيجابية بداية حصة، الجمعة، وزاد مؤشرها المرجعي توننداكس بنسبة 0،49 بالمائة ليصل إلى النقطة 6941،82 دون أن يتجاوز حجم المعاملات 0،338 مليون دينار، بحسب مينا كابتل الوسيط بالبورصة.وزادت قيمة أسهم تواصل القابضة بنسبة 3،44 بالمائة (0،300 دينار) كما تطورت أسعار أسهم أوفيس بلاست بنسبة 3،32 بالمائة (2،800 د) وأسهم نيوبادي لاين بنسبة 2،99 بالمائة (5،500 د)في المقابل تراجعت أسعار أسهم هكزابايت بنسبة 2،94 بالمائة (5،940 د) وأسهم السكنى بنسبة 2،46 بالمائة (1،980 د) وأسهم وان تاك القابضة بنسبة 1،92 بالمائة (15،300 د)    
326,الشاهد يقرر تسخير الجيش الوطني للتكفل بتوزيع الوقود على محطات بيع البنزين,إقتصاد,http://news.tunisiatv.tn/الشاهد-يقرر-تسخير-الجيش-الوطني-للتكفل-بتوزيع-الوقود-على-محطات-بيع-البنزين/2019/05/إقتصاد,قرر رئيس الحكومة يوسف الشاهد اليوم الجمعة تسخير الجيش الوطني للتكفل بتوزيع الوقود على محطات بيع البنزين، بسبب مواصلة أعوان نقل المحروقات تنفيذ اضرابهم لليوم الثاني على التوالي رغم التوصل مساء أمس الخميس الى اتفاق بخصوص مطالبهم.وتقرر أمس الغاء اضراب اعوان نقل المحروقات لأيام 2 و3 و4 ماي 2019 اثر التوصل الى اتفاق في الجلسة التي انعقدت بمقر وزارة النقل، بحضور وزيري النقل والصناعة ورئيس إتحاد الصناعة والتجارة واعضاء الجامعة العامة للنقل.وكان الامين العام المساعد للاتحاد العام التونسي للشغل محمد علي البوغديري أفاد في تصريح سابق ل(وات) انه تم الغاء اضراب قطاع نقل المحروقات إثر التوصل خلال هذه الجلسة الى الاتفاق على امضاء الملحق التعديلي لنقل البضائع للزيادة في الأجور بعنوان سنتي 2018 و2019 وتمكين أعوان نقل المحروقات من بعض الخصوصيات والمنح في اطار تصنيف سلكهم ضمن قائمة مهن نقل المواد الخطرة، مشيرا في هذا الاطار الى ان سائقي شاحنات المحروقات سيتمتعون بمقتضى هذا الاتفاق بمنحة تقدر ب 220 دينار. 
327,على هامش منتدى الحزام والطريق العلاقات التونسية الصينية تعاون مشترك وأفق رحب ,إقتصاد,http://news.tunisiatv.tn/على-هامش-منتدى-الحزام-والطريق-العلاقات-التونسية-الصينية-تعاون-مشترك-وأفق-رحب/2019/04/إقتصاد,بيكين- احمد الصالحي تشهد العلاقات التونسية الصينية تطورا كبيرا منذ انضمام تونس إلى مبادرة الحزام والطريق في شهر جويلية الماضي إذ تحولت المبادرة إلى مظلة تنضوي تحتها مختلف آليات التعاون الثنائي ومتعدد الأطرافوشهدت علاقات التونسية الصينية تقدما سريعا شمل مختلف المجالات إذ أصبحت الصين رابع شريك تجاري لتونس وثالث مصدر للسوق التونسية كما ارتفع عدد السياح الصينيين الوافدين إلى بلادنا إلى نحو ثلاثين ألف سائح العام الماضي عوضا عن ثمانية الاف.التعاون الثنائي بين البلدين شمل أيضا مجال صناعات التكنولوجيات الحديثة إذ بادرت بعض الشركات الصينية بافتتاح مصانع لتركيب السيارات وارتفع حجم التبادل الطلابي وبرامج البحث العلمي المشترك. كما أدت الزيارات رفيعة المستوى المتبادلة بين الصين وتونس إلى مزيد دفع العمل المشترك بين البلدين اذ تم إمضاء اتفاقية لإنجاز مشاريع عديدة بولايات مدنين و صفاقس ونابل وبنزرت تتعلق بإنشاء جسور وطرقات سيارة ومترو خفيف وسكك حديدية ومناطق صناعية ستبدأ اشغالها في القريب العاجل وتعد اتفاقية إنشاء الاكاديمية الديبلوماسية التونسية في شهر ماي المقبل بتمويل صيني ابرز أوجه التعاون التونسي الصيني الوثيق. كما أسهم مجلس الأعمال الصيني التونسي الذي تم أحداثه مؤخرا في دفع آفاق العمل المشترك وأصبح يمثل منصة هامة للتواصل بين أوساط الله كل في تونس والصين. لقد أصبحت الشركات الصينية تولي اهتماما متزايدا بمناخ الاستثمار في تونس منذ انضمام بلادنا إلى مبادرة الحزام والطريق.
328,حجز 84 ألف علبة عصير موردة منتهية الصلوحية باحد المخازن في شطرانة,إقتصاد,http://news.tunisiatv.tn/حجز-84-ألف-علبة-عصير-موردة-منتهية-الصلوحية-باحد-المخازن-في-شطرانة/2019/04/إقتصاد,تمكّنت فرق المراقبة الاقتصادية في أريانة اليوم الثلاثاء من حجز كميات هامة من العصائر المورّدة ومواد التجميل والعطورات منتهية الصلوحية لدى مداهمتها أحد المخازن التجارية في منطقة شطرانة من معتمدية سكرة وفق ما افاد به المدير الجهوي للتجارة باريانة الحبيب الجلاصي مراسلة (وات).وأكد الجلاصي حجز 84 ألف علبة عصير موردة منتهية الصلوحية وغير صالحة لاستهلاك الى جانب حجز نحو 800 كلغ من مواد التجميل والعطورات معدة للترويج بنقاط بيع بالتفصيل وتشكّل خطورة على الصحة العامة للمستهلك.وأضاف أنه تمّ تحرير محضر عدلي في الغرض واستصدار أمر بالغلق الفوري للمخزن، ومؤكّدا مواصلة فرق المراقبة الاقتصادية باريانة بالتعاون مع الشرطة البلدية والوحدات الامنية عملية مراقبة المخازن بكافة ولاية اريانة وذلك قبل أيام من شهر رمضان للحدّ من ارتفاع الاسعار والمحافظة على صحة المستهلك ومقاومة الاحتكار والمضاربة بالمواد الاستهلاكية والمواد المدعمة، حسب قوله.
329,"مساهمة قطاع الاسمنت في التنمية المستدامة:""الطاقة البديلة هدف مشترك""",إقتصاد,http://news.tunisiatv.tn/مساهمة-قطاع-الاسمنت-في-التنمية-المستدامةالطاقة-البديلة-هدف-مشترك/2019/04/إقتصاد,"  يعتبر قطاع الاسمنت قطاعا استراتيجيا في تونس حيث تنشط 9 مصانع كبرى من بينها مصنع للاسمنت الأبيض موزعة على كامل تراب الجمهورية والتي تنتج قرابة 12.5 مليون طن سنويا ويوفر هذا القطاع آلاف مواطن الشغل إذ يشغّل 3500 شخص بصفة مباشرة و20.000 بصّفة غير مباشرة. ويسعى القطاع إلى دعم التنمية المستدامة وذلك من خلال التوقيع على الميثاق الأول من نوعه، في هذا المجال رغم أنّه يعتبر واحدا من أكثر القطاعات المستهلكة للطاقة إلّا أنّ جميع المؤشرات الطاقية يتّم التحكم فيها جيدا وهي قريبة من المعايير العالمية ( benchmarks européens). كما استثمر القطاع منذ سنة 2007 تاريخ إمضاء الميثاق 100 مليون اورو لدعم الاستثمار المادي واللامادي وذلك لدعم التحول الطاقي للدولة وتحسين أنظمة نفض الغبار واستبدال المرشحات الكهربائية بصفّيات الأكياس ودعم نظام الإدارة البيئية ISO 14000  وOHASAS 18001  وللعمل على مطابقة المواد المنتجة للمواصفات المعمول بها عالميا في هذا المجال(AFNOR, AENOR, marquage CE). ومنذ سنة 2012 حرص المتخصصون القطاع من خلال القيام بجلسات عمل معمقة على البحث في حلول لدعم التحول الطاقي والحد من الانبعاثات الغازية بالشراكة مع الوكالة الألمانية للتعاون الدولي والوكالة الوطنية للتحكم في الطاقة من خلال المشاريع التي تقوم بها الدولة التونسية بغية الحدّ من الاحتباس الحراري مما سيمّكن في أفق 2030 من الحدّ من كلفة استيراد الطاقة وتوفير350مليون دينار سنويا. ومن خلال هذه الندوة يؤكد عاملون في القطاع التزامهم مجدّدا بدعم التنمية المستدامة والاقتصاد الدائري عبر توقيع ميثاق طموح .والجدير بالذكر أنّ استخدام الطاقة البديلة من قبل مصانع الاسمنت وفي إطار المعالجة المشتركة للنفايات بين كل المصانع هو الحلّ البيئي والمستدام من خلال تثمين النفايات وهي من أفضل التقنيات المتاحة. وقد أثبتت هذه التقنية نجاحها على امتداد 20 سنة بالنسبة إلى مصانع الاسمنت الأوروبية حيث تستخدم أكثر من 40% من الطاقة الحرارية المستخدمة وتتجاوز هذه النسبة 60 % في بلدان مثل بلجيكا وألمانيا. وبحسب دراسة حديثة قامت بها كلّ من الوكالة الألمانية للتعاون الدولي والوكالة الوطنية للتحكم في الطاقة والعاملون بقطاع الاسمنت  فانّ 40 % من النفايات التي ينتهي بها المطاف في المصبّات قادرة على تلبية الاحتياجات الطاقية لمصانع الاسمنت. وبحلول 2030 ستمثل النفايات المنزلية أكثر من 3 ملايين طن وبالتالي فإنّها ستساهم في تطور قطاع الاسمنت. علما انّ التقنية المعالجة المشتركة ستزيد في عمر خدمة الرسكلة ممّا سيوفر للدولة أكثر من 90 مليون دينار لاستثمارها في خدمة تهيئة المصّبات وعملية الطمر.  ويسعى القطاع إلى استعمال 30 % من الطاقة البديلة في أفق 2030 أي ما يعادل 450 ألف طن من البترول وتوفير 200 مليون دينار من العملة الأجنبية وسيساهم في دعم الميزان الطاقي وميزان الدفوعات الذي يشهد عجزا منذ سنة 2000.كما سيوفر هذا البرنامج 1000 فرصة عمل بصفة مباشرة و8000  بطريقة غير مباشر وذلك في إطار تعزيز المسؤولية  المجتمع"
